track_id,track_name,artist_name,streams,artist_id,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genres
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,Sam Smith,354,2wY79sveU1sp5g7SokKOiI,201000,0.681,0.372,5.0,-8.237,1.0,0.0432,0.64,0.0,0.169,0.476,91.873,"['pop', 'uk pop']"
3WUEs51GpcvlgU7lehLgLh,Kathang Isip,Ben&Ben,334,4DAcJXcjX0zlQAZAPAx4Zb,318814,0.491,0.314,10.0,-8.58,1.0,0.0301,0.776,4.76e-06,0.152,0.295,126.921,['opm']
76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa,358,6M2wZ9GZgrQXHCFfjv46we,217946,0.836,0.544,7.0,-5.975,1.0,0.0943,0.0403,0.0,0.0824,0.51,97.028,"['dance pop', 'pop', 'uk pop']"
4OBZT9EnhYIV17t4pGw7ig,Best Part (feat. Daniel Caesar),H.E.R.,363,20wkVLutqVOYrc0kxFs7rA,209400,0.473,0.371,4.0,-10.219,0.0,0.0405,0.793,0.0,0.109,0.413,75.205,
1yDiru08Q6omDOGkZMPnei,Maybe The Night,Ben&Ben,365,4DAcJXcjX0zlQAZAPAx4Zb,217197,0.572,0.522,2.0,-9.095,1.0,0.0367,0.113,4.91e-05,0.114,0.498,74.05,['opm']
4u8RkgV6P4TLi89SmlUtv8,Mundo,IV Of Spades,365,4k9wp4ipHdA1bu1T4x1ZTG,349713,0.705,0.401,6.0,-8.9,1.0,0.0376,0.176,8.66e-06,0.0735,0.481,140.031,"['opm', 'p-pop', 'pinoy trap', 'pop']"
00mBzIWv5gHOYxwuEJXjOG,Sa Ngalan Ng Pag-Ibig,December Avenue,365,4qFxP3qN9GsnZDOkAE6x2m,285138,0.518,0.762,7.0,-3.907,1.0,0.0305,0.0851,0.0,0.148,0.271,155.985,"['opm', 'pinoy pop punk']"
2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,Lauv,365,5JZ7CnR6gTvEMKX4g70Amv,197436,0.752,0.505,9.0,-7.621,1.0,0.253,0.535,2.55e-06,0.104,0.419,91.97,"['dance pop', 'pop']"
5nMKJJ5Rl6X1yn58aVeICO,Bulong,December Avenue,363,4qFxP3qN9GsnZDOkAE6x2m,270233,0.5,0.728,9.0,-5.472,0.0,0.0313,0.0319,0.0,0.0782,0.351,134.877,"['opm', 'pinoy pop punk']"
2BgD4nRyx9EZ5o8YEnjRSV,Kung 'Di Rin Lang Ikaw,December Avenue,365,4qFxP3qN9GsnZDOkAE6x2m,267759,0.502,0.482,4.0,-4.736,1.0,0.0288,0.161,0.0,0.187,0.132,133.894,"['opm', 'pinoy pop punk']"
1X4l4i472kW5ofFP8Xo0x0,Sana - Single Version,I Belong to the Zoo,365,7tKpXx21KVUOR6vvDs6xtg,277098,0.66,0.373,7.0,-7.874,1.0,0.029,0.701,0.0,0.226,0.348,126.887,"['opm', 'pinoy indie']"
6GIzDc4xBUeYHwubWwTrhC,Kahit Di Mo Alam,December Avenue,348,4qFxP3qN9GsnZDOkAE6x2m,282094,0.45,0.648,10.0,-4.516,1.0,0.0308,0.132,2.37e-05,0.11,0.282,144.814,"['opm', 'pinoy pop punk']"
2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,363,1zNqDE7qDGCsyzJwohVaoX,186986,0.697,0.683,1.0,-2.881,0.0,0.117,0.0372,0.0,0.137,0.603,96.133,"['dance pop', 'hel', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
5f9808hpiCpuNyqqdXmpF2,Buwan,juan karlos,365,0a4r2EnsevvHCukoJ1xFwJ,343446,0.631,0.381,7.0,-11.808,1.0,0.04,0.447,0.000171,0.0902,0.36,126.008,"['opm', 'pinoy indie']"
0Eqg0CQ7bK3RQIMPw1A7pl,Malibu Nights,LANY,364,49tQo2QULno7gxHutgccqF,286928,0.559,0.422,11.0,-11.89,1.0,0.195,0.701,1.99e-06,0.0853,0.191,74.002,"['la pop', 'pop']"
5NXdUJ3Z2jhlp2u1cj6f7m,Balang Araw - Single Version,I Belong to the Zoo,363,7tKpXx21KVUOR6vvDs6xtg,288207,0.523,0.391,7.0,-9.283,1.0,0.0298,0.395,0.0,0.142,0.354,139.905,"['opm', 'pinoy indie']"
2tzAN1L07SNwnOdgOEeuQr,Pauwi Nako,PDL,356,0iqkVK6sTXi7DZWWOeKy8Q,341573,0.657,0.746,1.0,-6.277,1.0,0.0464,0.0175,0.0,0.107,0.467,136.887,"['pinoy hip hop', 'pinoy r&b']"
3OpGUlDmRUXh0NkIYWoIlD,Your Song,Parokya Ni Edgar,341,2XHTklRsNMOOQT56Zm3WS4,168493,0.636,0.159,11.0,-13.117,1.0,0.0549,0.892,0.0,0.112,0.658,119.766,"['opm', 'pinoy reggae', 'pinoy rock']"
6wdCelHrPh7UfliNjwRTUv,Leaves,Ben&Ben,365,4DAcJXcjX0zlQAZAPAx4Zb,310708,0.447,0.16,6.0,-10.896,1.0,0.0372,0.913,0.0,0.0891,0.205,118.313,['opm']
5l9g7py8RCblcvbZgGQgSd,Pagtingin,Ben&Ben,366,4DAcJXcjX0zlQAZAPAx4Zb,227370,0.669,0.42,2.0,-8.464,1.0,0.0253,0.506,0.0,0.404,0.523,95.049,['opm']
4rG3h1QwgjSSWz8EIjCFrm,Araw-Araw,Ben&Ben,356,4DAcJXcjX0zlQAZAPAx4Zb,313951,0.475,0.424,11.0,-8.39,1.0,0.0295,0.582,0.0,0.234,0.224,140.903,['opm']
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,366,4GNC7GD6oZMSxPGyXy4MNB,182160,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,"['pop', 'uk pop']"
6VqZS3Wmf53pbfDBVEYvnP,Hindi Tayo Pwede,The Juans,366,1YlibpAvhJBbMZMBwN1KGv,303937,0.283,0.281,11.0,-11.414,1.0,0.035,0.437,0.00114,0.102,0.127,79.919,"['opm', 'p-pop']"
65sEZZaxTjLMD8vNgPoMz5,Imahe,Magnus Haven,366,28B54RKpJrEmDoGSTjsfY6,321817,0.604,0.446,9.0,-8.01,1.0,0.0341,0.63,0.0,0.0859,0.199,143.946,"['opm', 'p-pop']"
21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,340,246dkjvS1zLTtiykXe5h60,215280,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553,120.042,"['dfw rap', 'melodic rap', 'rap']"
2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,366,04gDigrS5kc9YWfZHwBETP,189486,0.764,0.32,11.0,-7.209,1.0,0.0546,0.837,0.0,0.0822,0.575,91.019,['pop']
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",Dan + Shay,366,7z5WFjZAIYejWy0NI5lv4T,167693,0.654,0.63,10.0,-4.644,1.0,0.0259,0.153,0.0,0.111,0.43,89.991,"['contemporary country', 'country', 'country road', 'pop']"
2Mo4pOpCYXOu33856sMQLh,Make It With You,Ben&Ben,366,4DAcJXcjX0zlQAZAPAx4Zb,209782,0.558,0.458,4.0,-10.711,1.0,0.0485,0.7,2.11e-05,0.186,0.342,86.877,['opm']
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Ariana Grande,350,66CXWjxzNUsdJxJ2JdwvnR,228482,0.597,0.45,8.0,-6.658,1.0,0.0418,0.223,0.0,0.382,0.537,178.765,"['dance pop', 'pop']"
63qA4ydokzNOFpsaNlsYsC,Higa,Arthur Nery,355,7uDdl5V5AETSFY7K3muu22,245760,0.657,0.337,9.0,-10.546,1.0,0.0433,0.45,0.0,0.106,0.183,125.057,"['cdo indie', 'opm', 'p-pop']"
4saklk6nie3yiGePpBwUoc,Dynamite,BTS,338,3Nrfpe0tUJi4K4DXYWgMUX,199053,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,"['k-pop', 'k-pop boy group']"
2v5VIWMjZxeiG52KckiXxS,Ikaw Lamang,Silent Sanctuary,351,4nGp682WMiKS4X217kPw8C,306466,0.394,0.623,9.0,-5.029,1.0,0.0384,0.573,0.0,0.0937,0.316,115.003,"['opm', 'pinoy rock']"
0HZ3OUVrGHxttD2EuHqRm3,The Day You Said Goodnight,Hale,359,6Ww3OMFzCaO33ulKh1LBFN,291357,0.558,0.553,4.0,-6.669,1.0,0.0323,0.492,0.0,0.116,0.251,134.263,"['opm', 'pinoy reggae', 'pinoy rock']"
5TTXEcfsYLh6fTarLaevTi,lowkey,NIKI,363,2kxP07DLgs4xlWz8YHlvfh,171355,0.752,0.494,0.0,-8.18,1.0,0.0559,0.432,0.0,0.0869,0.227,117.901,"['indonesian r&b', 'pop']"
3afkJSKX0EAMsJXTZnDXXJ,Strawberries & Cigarettes,Troye Sivan,347,3WGpXCj9YhhfX11TToZcXP,201538,0.578,0.537,9.0,-8.676,1.0,0.0832,0.162,0.0,0.076,0.25,83.909,"['australian pop', 'dance pop', 'pop', 'viral pop']"
5F1ZmucV0uJY14y2dYKePa,Sanctuary,Joji,349,3MZsBdqDrRTJihTHQrO6Dq,180018,0.552,0.638,1.0,-7.474,1.0,0.11,0.387,0.00014,0.374,0.332,167.834,['viral pop']
6I3mqTwhRpn34SLVafSH7G,Ghost,Justin Bieber,364,1uNFoZAHBGtllmzznpCI3s,153190,0.601,0.741,2.0,-5.569,1.0,0.0478,0.185,2.91e-05,0.415,0.441,153.96,"['canadian pop', 'pop']"
16iRlyUMJVPqz62DlomMre,Ikaw Lang,NOBITA,365,5GVk1KCKa1tdHRev4bMw7V,263500,0.513,0.38,11.0,-11.091,1.0,0.0336,0.12,0.0,0.0924,0.323,120.952,['opm']
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Ruth B.,361,2WzaAvm2bBCf4pEhyuDgCY,233720,0.609,0.692,1.0,-2.958,1.0,0.0259,0.0157,0.0,0.0864,0.454,116.959,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']"
55RMhrPQYA6vLu5YMgXxFD,Binibini,Zack Tabudlo,357,67IN4cLJ7798gUapyZlmac,221538,0.642,0.374,5.0,-10.606,1.0,0.032,0.423,1.54e-06,0.435,0.0979,129.863,"['acoustic opm', 'p-pop', 'pop']"
63bmIgH9sS6sX5Sc7MetGq,Habang Buhay,Zack Tabudlo,362,67IN4cLJ7798gUapyZlmac,244067,0.62,0.668,9.0,-5.719,1.0,0.0305,0.088,0.0,0.362,0.183,118.013,"['acoustic opm', 'p-pop', 'pop']"
4iRRAvxPPWXQp3mV1rAbPF,Unang Sayaw,NOBITA,364,5GVk1KCKa1tdHRev4bMw7V,278008,0.5,0.397,9.0,-11.653,1.0,0.0557,0.412,0.0,0.126,0.375,180.045,['opm']
4SqWKzw0CbA05TGszDgMlc,I Love You So,The Walters,342,027TpXKGwdXP7iwbjUSpV8,160239,0.575,0.648,10.0,-4.891,1.0,0.0358,0.583,0.0,0.115,0.466,75.977,['chicago indie']
08MFgEQeVLF37EyZ7jcwLc,Pano,Zack Tabudlo,365,67IN4cLJ7798gUapyZlmac,254400,0.375,0.457,3.0,-7.018,1.0,0.0315,0.868,0.0145,0.191,0.415,174.839,"['acoustic opm', 'p-pop', 'pop']"
68HocO7fx9z0MgDU0ZPHro,Every Summertime,NIKI,352,2kxP07DLgs4xlWz8YHlvfh,215686,0.628,0.676,6.0,-4.227,1.0,0.0424,0.393,6.94e-05,0.0978,0.723,78.996,"['indonesian r&b', 'pop']"
0QzuaeCEEOV40Pn7IvKEny,double take,dhruv,345,70NcAr4ZtA3FAqU16iQZSb,171743,0.656,0.436,8.0,-11.141,1.0,0.0744,0.845,0.0,0.221,0.196,109.239,"['chill r&b', 'nyc pop', 'pop']"
2LBqCSwhJGcFQeTHMVGwy3,Die For You,The Weeknd,90,1Xyo4u8uXC1ZmMpatF05PJ,260253,0.586,0.525,1.0,-7.163,0.0,0.0615,0.111,0.0,0.134,0.508,133.629,"['canadian contemporary r&b', 'canadian pop', 'pop']"
3Eb5sztvEMa0Mqnb8DUAlU,Come Inside Of My Heart,IV Of Spades,90,4k9wp4ipHdA1bu1T4x1ZTG,246396,0.676,0.565,10.0,-9.411,1.0,0.03,0.00321,0.000579,0.241,0.689,113.007,"['opm', 'p-pop', 'pinoy trap', 'pop']"
1dGr1c8CrMLDpV6mPbImSI,Lover,Taylor Swift,84,06HL4z0CvFAxyc27GXpf02,221306,0.359,0.543,7.0,-7.582,1.0,0.0919,0.492,1.58e-05,0.118,0.453,68.534,['pop']
3PgjBOoA5OytNGkglObpOd,Sa Susunod na Habang Buhay,Ben&Ben,90,4DAcJXcjX0zlQAZAPAx4Zb,288189,0.311,0.342,2.0,-8.889,1.0,0.032,0.432,1.93e-06,0.114,0.274,177.158,['opm']
0mL82sxCRjrs3br407IdJh,Is There Someone Else?,The Weeknd,90,1Xyo4u8uXC1ZmMpatF05PJ,199111,0.702,0.586,9.0,-7.83,0.0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,"['canadian contemporary r&b', 'canadian pop', 'pop']"
3sqrvkNC6IPTIXvvbx9Arw,Enchanted,Taylor Swift,90,06HL4z0CvFAxyc27GXpf02,352200,0.535,0.618,8.0,-3.913,1.0,0.0273,0.0716,0.000388,0.169,0.228,81.975,['pop']
0WZqHCoOBXqgCCIsUZLC2a,Pagsamo,Arthur Nery,90,7uDdl5V5AETSFY7K3muu22,297001,0.644,0.315,6.0,-9.382,1.0,0.0339,0.706,0.00162,0.0962,0.356,60.001,"['cdo indie', 'opm', 'p-pop']"
2jbf9EytR7fzpSrPWAYCf9,Paraluman,Adie,90,1DlYnIiliftt6R21Y5NOW2,312320,0.519,0.246,5.0,-13.85,1.0,0.0396,0.774,2.35e-06,0.0946,0.108,90.121,['pop']
7C9Knp9FzLY6RwgktmW9Ge,BMW,Because,81,0n4a5imdLBN24fIrBWoqrv,168205,0.758,0.39,1.0,-9.799,1.0,0.0485,0.567,0.0,0.099,0.238,117.048,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']"
4IeuTj1pEHuL9vJSiEqEfR,Ligaya,mrld,90,31fsDbpNPKe346urriO4ma,248800,0.458,0.533,0.0,-5.249,1.0,0.0381,0.447,0.0,0.114,0.343,149.832,['opm']
2xCkiGqGMkAIg6fQTag51C,Sino,Unique Salonga,90,30mZI7Hw2MhoarTVYxfyZM,280426,0.676,0.43,11.0,-10.563,1.0,0.0232,0.169,0.0309,0.109,0.226,104.982,"['opm', 'pinoy city pop', 'pinoy indie']"
5CUQnKjA6nlteCnxMKsjIu,Tahanan,Adie,90,1DlYnIiliftt6R21Y5NOW2,293727,0.394,0.366,3.0,-10.855,1.0,0.031,0.799,1.05e-06,0.315,0.3,109.862,['pop']
0HAG6nIiEKd75yGpovuSJQ,Isa lang,Arthur Nery,90,7uDdl5V5AETSFY7K3muu22,269256,0.429,0.464,6.0,-8.445,0.0,0.0719,0.783,0.0,0.0846,0.375,121.17,"['cdo indie', 'opm', 'p-pop']"
7ArVzlFsFsQXNseVXmdOyk,NVMD,Denise Julia,90,3L1qgTsUqavkiygkIKfWJD,181224,0.758,0.674,6.0,-4.533,1.0,0.108,0.0903,0.0,0.0902,0.424,97.977,[]
5d9Rka4T0szdC1MobhtXrV,Paninindigan Kita,Ben&Ben,90,4DAcJXcjX0zlQAZAPAx4Zb,312234,0.624,0.596,4.0,-9.288,1.0,0.0308,0.107,0.0,0.357,0.75,113.204,['opm']
1oYQtNQUxSODedcc5hPmp9,Muli,Ace Banzuelo,90,3f0X043zSojego7Qn4Yi6U,290004,0.482,0.881,11.0,-3.62,0.0,0.0533,0.0128,0.0,0.103,0.281,144.02,"['opm', 'p-pop', 'pinoy indie', 'pinoy r&b', 'tagalog rap']"
4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,90,6KImCVD70vtIoJWnq6nGn3,167303,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,['pop']
47sq83n5WN22ZzYnGn8aTy,Mahika,Adie,90,1DlYnIiliftt6R21Y5NOW2,201951,0.635,0.451,7.0,-7.406,1.0,0.0391,0.742,0.0,0.139,0.601,81.976,['pop']
1gH1h30wkQdd9zhY3j7a8T,THE SHADE,Rex Orange County,90,7pbDxGE6nQSZVfiFdq9lOL,181506,0.898,0.509,5.0,-7.973,1.0,0.062,0.391,0.0,0.0876,0.727,119.869,"['bedroom pop', 'pop']"
4mc3rUoMwwiNTHA4al9nNd,Fallen,Lola Amour,90,29zSTMejPhY0m7kwNQ9SPI,201806,0.652,0.76,6.0,-4.098,0.0,0.0406,0.221,9.09e-05,0.147,0.615,98.079,"['opm', 'pinoy indie']"
1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,90,5XKFrudbV4IiuE5WuTPRmT,176440,0.551,0.55,10.0,-5.339,1.0,0.0286,0.777,0.0,0.202,0.342,101.19,"['gen z singer-songwriter', 'pop']"
5IgjP7X4th6nMNDh4akUHb,Under The Influence,Chris Brown,90,7bXgB6jMjp9ATFy66eO08Z,184613,0.733,0.69,9.0,-5.529,0.0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,"['dance pop', 'r&b']"
0a4MMyCrzT0En247IhqZbD,Hype Boy,NewJeans,90,6HvZYsbFfjnjFrWF950C9d,179026,0.593,0.935,4.0,-3.43,0.0,0.225,0.268,0.0,0.286,0.783,99.976,"['k-pop', 'k-pop girl group']"
6VhuP99TE6gYNQRJIlAWFD,Until I Found You,Stephen Sanchez,90,5XKFrudbV4IiuE5WuTPRmT,176666,0.346,0.5,10.0,-6.097,1.0,0.0388,0.757,0.0,0.189,0.191,202.466,"['gen z singer-songwriter', 'pop']"
2e7iqtA42EPXTtiiAlblC1,"Babalik Sa'yo (from ""2 Good 2 Be True"")",Moira Dela Torre,90,0rZRTXEmmPmx6gt92tBqIc,229711,0.515,0.65,1.0,-7.798,0.0,0.093,0.168,0.0,0.33,0.695,157.866,['opm']
3W4U7TEgILGpq0EmquurtH,Old Love,yuji,90,5kjFzBMHeoAx9xksFSwfUW,249382,0.478,0.367,11.0,-10.513,1.0,0.0283,0.716,0.0,0.124,0.359,141.95,[]
0kDeE8TezXDY1QadpjAQQq,Bahala Na,Kenaniah,90,2owtRYReKCG1n2AAS5AcpS,228688,0.874,0.404,11.0,-11.168,1.0,0.0861,0.424,0.000101,0.0959,0.762,122.001,"['opm', 'pinoy indie']"
4AULw1VRyJP17zMvwgTIUs,Umaasa,Calein,90,0DpLoyGVbhOHNR3ht2oO9y,335624,0.627,0.433,9.0,-9.868,1.0,0.0232,0.295,0.393,0.332,0.353,96.016,"['pinoy city pop', 'pinoy indie']"
4z7xboLD3PqY9dOUscS2ly,Ikaw Pa Rin,mrld,90,31fsDbpNPKe346urriO4ma,191009,0.412,0.374,4.0,-11.538,1.0,0.0307,0.692,7.38e-06,0.168,0.306,108.926,['opm']
5Odq8ohlgIbQKMZivbWkEo,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,90,6VuMaDnrHyPL1p4EHjYLi7,154486,0.881,0.592,2.0,-4.898,1.0,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,"['dance pop', 'pop', 'viral pop']"
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,90,7Ln80lUS6He07XvHI8qqHH,183956,0.464,0.417,0.0,-9.345,0.0,0.0256,0.136,0.022,0.0974,0.479,67.528,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
3h8uWt8HNyDNubPSEBgTPG,Yakap,Zack Tabudlo,90,67IN4cLJ7798gUapyZlmac,178947,0.738,0.39,8.0,-8.437,1.0,0.0334,0.409,0.0,0.107,0.547,113.979,"['acoustic opm', 'p-pop', 'pop']"
5odlY52u43F5BjByhxg7wg,golden hour,JVKE,90,164Uj4eKjl6zTBKfJLFKKK,209259,0.515,0.593,4.0,-4.801,1.0,0.0322,0.653,0.162,0.25,0.153,94.467,['modern indie pop']
78Sw5GDo6AlGwTwanjXbGh,Here With Me,d4vd,90,5y8tKLUfMvliMe8IKamR32,242484,0.574,0.469,4.0,-8.209,1.0,0.0254,0.534,9.21e-05,0.128,0.288,132.023,['bedroom pop']
5xwBIieMMFUmLDgvG4DjFe,Fall In Love Alone,Stacey Ryan,90,3sXwEUqxSzb11VpuFa5cvJ,205427,0.676,0.625,7.0,-5.455,0.0,0.0711,0.316,0.000119,0.127,0.522,171.883,[]
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Taylor Swift,90,06HL4z0CvFAxyc27GXpf02,200690,0.637,0.643,4.0,-6.571,1.0,0.0519,0.13,1.8e-06,0.142,0.533,97.008,['pop']
5jQI2r1RdgtuT8S3iG8zFC,Lavender Haze,Taylor Swift,90,06HL4z0CvFAxyc27GXpf02,202395,0.733,0.436,10.0,-10.489,1.0,0.08,0.258,0.000573,0.157,0.0976,96.985,['pop']
3rWDp9tBPQR9z6U5YyRSK4,Midnight Rain,Taylor Swift,90,06HL4z0CvFAxyc27GXpf02,174782,0.643,0.363,0.0,-11.738,1.0,0.0767,0.69,5.17e-05,0.115,0.23,139.865,['pop']
2xRGPubKBTHX6iyrpQvtCy,Wet The Bed (feat. Ludacris),Chris Brown,80,7bXgB6jMjp9ATFy66eO08Z,266306,0.58,0.66,6.0,-7.405,0.0,0.0429,0.0166,0.0,0.174,0.411,123.801,"['dance pop', 'r&b']"
0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,90,360IAlyVv4PCEVjgyMZrxK,195373,0.684,0.607,11.0,-8.127,0.0,0.1,0.0267,0.000307,0.191,0.498,81.001,"['dance pop', 'pop', 'r&b']"
6dgUya35uo964z7GZXM07g,Nonsense,Sabrina Carpenter,90,74KM79TiuVKeVCqs8QtB0B,163648,0.74,0.697,8.0,-4.912,1.0,0.034,0.0268,0.0,0.224,0.732,138.992,"['dance pop', 'pop', 'post-teen pop']"
